urn|textgroup|groupname_eng|has_mads|mads_possible|notes|urn_status|created_by|edited_by
urn:cite:perseus:cattg.375.1|urn:cts:greekLit:tlg0462|Euthycles Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.376.1|urn:cts:greekLit:tlg0463|Hegemon Thasius 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.377.1|urn:cts:greekLit:tlg0464|Hegesippus Comicus 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.378.1|urn:cts:greekLit:tlg0465|Heniochus Comicus 357-355|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.379.1|urn:cts:greekLit:tlg0466|Heraclides Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.380.1|urn:cts:greekLit:tlg0468|Hipparchus Comicus 3rd-2nd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.381.1|urn:cts:greekLit:tlg0469|Laon Comicus 3. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.382.1|urn:cts:greekLit:tlg0470|Leucon Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.383.1|urn:cts:greekLit:tlg0471|Lynceus Samius 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.384.1|urn:cts:greekLit:tlg0472|Lysippus, Comicus, 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.385.1|urn:cts:greekLit:tlg0473|Machon|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.386.1|urn:cts:greekLit:tlg0474|Magnes Comicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.387.1|urn:cts:greekLit:tlg0475|Metagenes Comicus Comicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.388.1|urn:cts:greekLit:tlg0476|Mnesimachus Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.389.1|urn:cts:greekLit:tlg0477|Myrtilus Comicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.390.1|urn:cts:greekLit:tlg0478|Nausicrates, Comicus, 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.391.1|urn:cts:greekLit:tlg0479|Nico Comicus ca. 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.392.1|urn:cts:greekLit:tlg0480|Nicochares, Comicus, 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.393.1|urn:cts:greekLit:tlg0481|Nicolaus Comicus 4th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.394.1|urn:cts:greekLit:tlg0482|Nicomachus Comicus 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.395.1|urn:cts:greekLit:tlg0483|Nicophon Comicus um 403/388 v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.396.1|urn:cts:greekLit:tlg0484|Nicostratus Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.397.1|urn:cts:greekLit:tlg0485|Ophelio Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.398.1|urn:cts:greekLit:tlg0486|Pherecrates Comicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.399.1|urn:cts:greekLit:tlg0487|Philemon, 3rd/4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.400.1|urn:cts:greekLit:tlg0488|Philemon Iunior Person der Antike|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.401.1|urn:cts:greekLit:tlg0489|Philetaerus, 4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.402.1|urn:cts:greekLit:tlg0490|Philippides Comicus 4th/3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.403.1|urn:cts:greekLit:tlg0491|Philiscus Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.404.1|urn:cts:greekLit:tlg0492|Philonides, Comicus, 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.405.1|urn:cts:greekLit:tlg0493|Philostephanus Comicus 3rd-2nd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.406.1|urn:cts:greekLit:tlg0494|Philyllius, Comicus, 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.407.1|urn:cts:greekLit:tlg0495|Phoenicides Comicus 3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.408.1|urn:cts:greekLit:tlg0496|Phrynichus, Comicus, 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.409.1|urn:cts:greekLit:tlg0497|Plato, Comicus, 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.410.1|urn:cts:greekLit:tlg0498|Poliochus Comicus 5th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.411.1|urn:cts:greekLit:tlg0499|Polyzelus Comicus 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.412.1|urn:cts:greekLit:tlg0500|Posidippus Comicus 3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.413.1|urn:cts:greekLit:tlg0501|Sannyrion, Comicus, 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.414.1|urn:cts:greekLit:tlg0502|Sophilus Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.415.1|urn:cts:greekLit:tlg0503|Sosicrates Comicus ca. 3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.416.1|urn:cts:greekLit:tlg0504|Sosipater Comicus 3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.417.1|urn:cts:greekLit:tlg0505|Sotades Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.418.1|urn:cts:greekLit:tlg0506|Stephanus Comicus 4th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.419.1|urn:cts:greekLit:tlg0507|Straton Comicus 4th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.420.1|urn:cts:greekLit:tlg0508|Stratis, Comicus, um 410/375 v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.421.1|urn:cts:greekLit:tlg0509||false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.422.1|urn:cts:greekLit:tlg0510|Teleclides Comicus 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.423.1|urn:cts:greekLit:tlg0511|Theognetus Comicus 3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.424.1|urn:cts:greekLit:tlg0512|Theophilus Comicus 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.425.1|urn:cts:greekLit:tlg0513|Theopompus Comicus 5./4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.426.1|urn:cts:greekLit:tlg0514|Thugenides Comicus 5 Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.427.1|urn:cts:greekLit:tlg0515|Timocles Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.428.1|urn:cts:greekLit:tlg0516|Timostratus Comicus 2. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.429.1|urn:cts:greekLit:tlg0517|Timotheus Comicus 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.430.1|urn:cts:greekLit:tlg0518|Xenarchus Comicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.431.1|urn:cts:greekLit:tlg0519|Xeno Comicus 4th-3rd c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.432.1|urn:cts:greekLit:tlg0520|Arcesilaus Comicus , 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.433.1|urn:cts:greekLit:tlg0521|Epicharmus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.434.1|urn:cts:greekLit:tlg0523|Mencrates, Comicus, 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.435.1|urn:cts:greekLit:tlg0524|Sophron ca. 470-400 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.436.1|urn:cts:greekLit:tlg0525|Pausanias|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.437.1|urn:cts:greekLit:tlg0526|Flavius Josephus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.438.1|urn:cts:greekLit:tlg0527|Old Testament|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.439.1|urn:cts:greekLit:tlg0532|Achilles Tatius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.440.1|urn:cts:greekLit:tlg0533|Callimachus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.441.1|urn:cts:greekLit:tlg0535|Demades|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.442.1|urn:cts:greekLit:tlg0536|Ephorus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.443.1|urn:cts:greekLit:tlg0537|Epicurus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.444.1|urn:cts:greekLit:tlg0538|Hecataeus, of Miletus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.445.1|urn:cts:greekLit:tlg0539|Hellanicus, of Lesbos|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.446.1|urn:cts:greekLit:tlg0540|Lysias|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.447.1|urn:cts:greekLit:tlg0541|Menander, of Athens|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.448.1|urn:cts:greekLit:tlg0542|Pollux, Julius 180-238|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.449.1|urn:cts:greekLit:tlg0543|Polybius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.450.1|urn:cts:greekLit:tlg0544|Sextus Empiricus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.451.1|urn:cts:greekLit:tlg0545|Aelian|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.452.1|urn:cts:greekLit:tlg0547|Anaximenes, of Lampsacus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.453.1|urn:cts:greekLit:tlg0548|Apollodorus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.454.1|urn:cts:greekLit:tlg0549|Apollodorus, of Athens|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.455.1|urn:cts:greekLit:tlg0550|Apollonius of Perga|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.456.1|urn:cts:greekLit:tlg0551|Appian|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.457.1|urn:cts:greekLit:tlg0552|Archimedes|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.458.1|urn:cts:greekLit:tlg0553|Artemidorus Daldianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.459.1|urn:cts:greekLit:tlg0554|Chariton|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.460.1|urn:cts:greekLit:tlg0555|Clement of Alexandria|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.461.1|urn:cts:greekLit:tlg0556|Asclepiodotus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.462.1|urn:cts:greekLit:tlg0557|Epictetus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.463.1|urn:cts:greekLit:tlg0559|Hero, of Alexandria|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.464.1|urn:cts:greekLit:tlg0560|Longinus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.465.1|urn:cts:greekLit:tlg0561|Longus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.466.1|urn:cts:greekLit:tlg0562|Marcus Aurelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.467.1|urn:cts:greekLit:tlg0563|Maximus, of Tyre, active 2nd century|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.468.1|urn:cts:greekLit:tlg0564|Rufus, of Ephesus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.469.1|urn:cts:greekLit:tlg0565|Soranus of Ephesus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.470.1|urn:cts:greekLit:tlg0568|Antigonus, of Carystus fl. 240 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.471.1|urn:cts:greekLit:tlg0570|Archelaus Chersonensis 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.472.1|urn:cts:greekLit:tlg0571|Aristocles Historicus 1. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.473.1|urn:cts:greekLit:tlg0574|Lysimachus Alexandrinus um 200 v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.474.1|urn:cts:greekLit:tlg0577|Nicolaus, of Damascus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.475.1|urn:cts:greekLit:tlg0578|Nymphodorus, Syracusanus, 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.476.1|urn:cts:greekLit:tlg0583|Philochorus, fl. 3rd cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.477.1|urn:cts:greekLit:tlg0584|Philostephanus Cyrenaeus 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.478.1|urn:cts:greekLit:tlg0585|Phlegon, of Tralles |false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.479.1|urn:cts:greekLit:tlg0586|Polemon Iliensis um 202/181 v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.480.1|urn:cts:greekLit:tlg0590|Zenodotus Ephesius v330-v260|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.481.1|urn:cts:greekLit:tlg0591|Antisthenes ca. 445-ca. 360 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.482.1|urn:cts:greekLit:tlg0592|Priscian fl. ca. 500-530|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.483.1|urn:cts:greekLit:tlg0593|Gorgias of Leontini|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.484.1|urn:cts:greekLit:tlg0596||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.485.1|urn:cts:greekLit:tlg0600|Zenodotus Stoicus 2. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.486.1|urn:cts:greekLit:tlg0604|Ptolemy IV Philopator c. 240-205 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.487.1|urn:cts:greekLit:tlg0608|Satyros, of Kallatis, 3rd cent. B.C|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.488.1|urn:cts:greekLit:tlg0609|Tryphon, 1st cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.489.1|urn:cts:greekLit:tlg0610|Alcidamas, 4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.490.1|urn:cts:greekLit:tlg0612|Dio, Chrysostom|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.491.1|urn:cts:greekLit:tlg0613|Demetrius of Phaleron (attributed author)|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.492.1|urn:cts:greekLit:tlg0614|Babrius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.493.1|urn:cts:greekLit:tlg0615|Aspasius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.494.1|urn:cts:greekLit:tlg0616|Polyaenus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.495.1|urn:cts:greekLit:tlg0618|Antigoni Epistula|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.496.1|urn:cts:greekLit:tlg0619|Apollonius, of Tyana|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.497.1|urn:cts:greekLit:tlg0622|Cleobuli Epistula|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.498.1|urn:cts:greekLit:tlg0623|Cratetis Epistulae|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.499.1|urn:cts:greekLit:tlg0624|Demetrius, of Phaleron b. ca. 350 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.500.1|urn:cts:greekLit:tlg0627|Hippocrates|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.501.1|urn:cts:greekLit:tlg0628||false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.502.1|urn:cts:greekLit:tlg0631|Pittacus, of Mytilene, ca. 650-ca. 570 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.503.1|urn:cts:greekLit:tlg0632|Pseudo-Pythagoras|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.504.1|urn:cts:greekLit:tlg0635|Zeno the Stoic|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.505.1|urn:cts:greekLit:tlg0636|Socratis Epistulae|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.506.1|urn:cts:greekLit:tlg0638|Philostratus the Athenian|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.507.1|urn:cts:greekLit:tlg0640|Alciphron the Sophist|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.508.1|urn:cts:greekLit:tlg0641|Xenophon of Ephesus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.509.1|urn:cts:greekLit:tlg0647|Tryphiodorus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.510.1|urn:cts:greekLit:tlg0648|Onasander|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.511.1|urn:cts:greekLit:tlg0650|Herodas|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.512.1|urn:cts:greekLit:tlg0651|Antoninus, Liberalis, 2nd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.513.1|urn:cts:greekLit:tlg0652|Philostratus Minor|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.514.1|urn:cts:greekLit:tlg0653|Aratus Solensus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.515.1|urn:cts:greekLit:tlg0654|Cornutus, Lucius Annaeus 1st cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.516.1|urn:cts:greekLit:tlg0655|Parthenius of Nicaea 1st cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.517.1|urn:cts:greekLit:tlg0658|Heliodorus, of Emesa|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.518.1|urn:cts:greekLit:tlg0659|Comica Adespota |false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.519.1|urn:cts:greekLit:tlg0666|Adrianus, of Tyre, ca. 113-ca. 193|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.520.1|urn:cts:greekLit:tlg0667|Agatharchides|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.521.1|urn:cts:greekLit:tlg0668|Aegimius|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.522.1|urn:cts:greekLit:tlg0673|Aeschines, Socraticus, 4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.523.1|urn:cts:greekLit:tlg0679|Aeschrion Samius 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.524.1|urn:cts:greekLit:tlg0683|Aethiopis|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.525.1|urn:cts:greekLit:tlg0686|Aethlius Samius 5./4. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.526.1|urn:cts:greekLit:tlg0687|Agaclytus Historicus 1. Jh. v. Chr.|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.527.1|urn:cts:greekLit:tlg0688|Agathocles Cyzicenus 3. Jh. v. Chr.|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.528.1|urn:cts:greekLit:tlg0696|Alcmaeonis|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.529.1|urn:cts:greekLit:tlg0716|Erotianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.530.1|urn:cts:greekLit:tlg0717|Hypsicles|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.531.1|urn:cts:greekLit:tlg0718|Aetius, of Amida|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.532.1|urn:cts:greekLit:tlg0719|Aretaeus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.533.1|urn:cts:greekLit:tlg0721|Anonymi Medici|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.534.1|urn:cts:greekLit:tlg0731|Adamant|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.535.1|urn:cts:greekLit:tlg0732|Alexander, of Aphrodisias|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.536.1|urn:cts:greekLit:tlg0743|Nemesius Bp. of Emesa|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.537.1|urn:cts:greekLit:tlg0744|Alexander of Tralles ca. 525-ca. 605|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.538.1|urn:cts:greekLit:tlg0900|Cleomenes Rheginus 5th c. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.539.1|urn:cts:greekLit:tlg0918|Lamynthius, Milesius, 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.540.1|urn:cts:greekLit:tlg0959|Magnus Medicus 4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.541.1|urn:cts:greekLit:tlg1052|Posidonius|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.542.1|urn:cts:greekLit:tlg1083|Isigonus Nicaenus 3. Jh. v. Chr./1. Jh. n. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.543.1|urn:cts:greekLit:tlg1120|Anaximander Iunior fl. 4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.544.1|urn:cts:greekLit:tlg1121|Anaximenis Milesii Epistulae|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.545.1|urn:cts:greekLit:tlg1123|Andron Halicarnassensis 4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.546.1|urn:cts:greekLit:tlg1125|Androtiōn, fl. 4th cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.547.1|urn:cts:greekLit:tlg1126||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.548.1|urn:cts:greekLit:tlg1145||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.549.1|urn:cts:greekLit:tlg1146|Antipater Tarsensis um 140 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.550.1|urn:cts:greekLit:tlg1147|Antiphon of Athens|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.551.1|urn:cts:greekLit:tlg1148|Antonius Diogenes|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.552.1|urn:cts:greekLit:tlg1150|Aphareus Tragicus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.553.1|urn:cts:greekLit:tlg1152|Apion ca. 25 B.C.-ca. 45 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.554.1|urn:cts:greekLit:tlg1166|Apollodorus Seleucensis 2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.555.1|urn:cts:greekLit:tlg1167|Apollonius, Biographus, ca. 2. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.556.1|urn:cts:greekLit:tlg1168|Apollonius Sophista, fl.1. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.557.1|urn:cts:greekLit:tlg1170|Apollonius Aphrodisiensis 3. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.558.1|urn:cts:greekLit:tlg1173|Archedemus Tarsensis 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.559.1|urn:cts:greekLit:tlg1175|Archestratus of Gela|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.560.1|urn:cts:greekLit:tlg1177|Pseudo-Archytas|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.561.1|urn:cts:greekLit:tlg1181|Aristarchus, of Samos|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.562.1|urn:cts:greekLit:tlg1182|Aristeas, of Proconessus|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.563.1|urn:cts:greekLit:tlg1190|Aristagoras Milesius, 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.564.1|urn:cts:greekLit:tlg1193|Ariston, of Chios|true|true||published|feed_aggregator|feed_aggregator
