urn|textgroup|groupname_eng|has_mads|mads_possible|notes|urn_status|created_by|edited_by
urn:cite:perseus:cattg.874.1|urn:cts:greekLit:tlg1989|Dellius, Quintus 1. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.875.1|urn:cts:greekLit:tlg1999|Onasimus Cyprius 3./4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.876.1|urn:cts:greekLit:tlg2000|Plotinus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.877.1|urn:cts:greekLit:tlg2001|Themistius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.878.1|urn:cts:greekLit:tlg2003|Julian the Emperor|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.879.1|urn:cts:greekLit:tlg2006|Synesius, of Cyrene, Bishop of Ptolemais|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.880.1|urn:cts:greekLit:tlg2018|Eusebius of Caesarea|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.881.1|urn:cts:greekLit:tlg2022|Gregory, of Nazianzus, Saint|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.882.1|urn:cts:greekLit:tlg2023|Iamblichus ca. 250-ca. 330|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.883.1|urn:cts:greekLit:tlg2029|Anonymi Geographia in Sphaera Intelligenda|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.884.1|urn:cts:greekLit:tlg2032|Pappus of Alexandria|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.885.1|urn:cts:greekLit:tlg2033|Theon, of Alexandria fl. 364|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.886.1|urn:cts:greekLit:tlg2034|Porphyry ca. 234-ca. 305|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.887.1|urn:cts:greekLit:tlg2036|Dexippus, the Platonist|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.888.1|urn:cts:greekLit:tlg2037|Stobaeus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.889.1|urn:cts:greekLit:tlg2039|Diophantus of Alexandria|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.890.1|urn:cts:greekLit:tlg2040|Basil, Saint, Bishop of Caesarea|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.891.1|urn:cts:greekLit:tlg2045|Nonnus of Panopolis|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.892.1|urn:cts:greekLit:tlg2046|Quintus Smyrnaeus 4th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.893.1|urn:cts:greekLit:tlg2050|Eunapius ca. 345-ca. 420|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.894.1|urn:cts:greekLit:tlg2054|Aristides Quintilianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.895.1|urn:cts:greekLit:tlg2055|Serenus, Antinoensis|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.896.1|urn:cts:greekLit:tlg2058|Philostorgius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.897.1|urn:cts:greekLit:tlg2119|Christodōros fl. 5th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.898.1|urn:cts:greekLit:tlg2120|Panteleius Epicus 4./5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.899.1|urn:cts:greekLit:tlg2122|Asinius Quadratus, Gaius 3. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.900.1|urn:cts:greekLit:tlg2123|Palladas fl. 395-408|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.901.1|urn:cts:greekLit:tlg2124|Phocas Diaconus Person der Antike|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.902.1|urn:cts:greekLit:tlg2125|Theodoretus Grammaticus 4 Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.903.1|urn:cts:greekLit:tlg2126|Tiberius Illustrius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.904.1|urn:cts:greekLit:tlg2127|Troilus Epigrammaticus 4./5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.905.1|urn:cts:greekLit:tlg2128|Diogenes Bishop of Amisus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.906.1|urn:cts:greekLit:tlg2129|Eupithius, Atheniensis 3. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.907.1|urn:cts:greekLit:tlg2130|Arethas, Archbishop of Caesarea (Cappadocia), ca. 860-ca. 940|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.908.1|urn:cts:greekLit:tlg2131||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.909.1|urn:cts:greekLit:tlg2135|Alypius Musicus 3./4. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.910.1|urn:cts:greekLit:tlg2136|Bacchius, Senex 3./4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.911.1|urn:cts:greekLit:tlg2137|Gaudentius Philosophus 2./5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.912.1|urn:cts:greekLit:tlg2138|Canticum Euripidis|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.913.1|urn:cts:greekLit:tlg2139|Epitaphium Sicili|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.914.1|urn:cts:greekLit:tlg2141|Dexippus, Publius Herennius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.915.1|urn:cts:greekLit:tlg2146|Eusebius, Historicus, 3. Jh. n. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.916.1|urn:cts:greekLit:tlg2148|Aristodemus Historicus 4. Jh. v. Chr./2. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.917.1|urn:cts:greekLit:tlg2151|Praxagoras, Atheniensis 4 Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.918.1|urn:cts:greekLit:tlg2157|Magnus, of Carrhae|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.919.1|urn:cts:greekLit:tlg2158|Eutychianus Cappadox d 4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.920.1|urn:cts:greekLit:tlg2160|Pyrrhus, King of Epirus, 318-272 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.921.1|urn:cts:greekLit:tlg2163|Scipio Africanus ca. 236-183 B.C.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.922.1|urn:cts:greekLit:tlg2164|Scipio, Publius Cornelius Nasica 2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.923.1|urn:cts:greekLit:tlg2168|Apollophanes Stoicus 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.924.1|urn:cts:greekLit:tlg2169|Herillus Carthaginiensis 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.925.1|urn:cts:greekLit:tlg2172|Andron, Alexandrinus, 2./1. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.926.1|urn:cts:greekLit:tlg2178|Longinus, Cassius ca. 213-273|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.927.1|urn:cts:greekLit:tlg2185|Dionysius Heracleensis 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.928.1|urn:cts:greekLit:tlg2186|Leo, Alabandeus, 2. Jh. v. Chr./2. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.929.1|urn:cts:greekLit:tlg2189|Callinicus 3rd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.930.1|urn:cts:greekLit:tlg2196|Dercylus Historicus|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.931.1|urn:cts:greekLit:tlg2200|Libanius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.932.1|urn:cts:greekLit:tlg2219|Amelesagoras Atheniensis 4./3. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.933.1|urn:cts:greekLit:tlg2233|Pseudo-Polemon|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.934.1|urn:cts:greekLit:tlg2263|Charicles Historicus ca. 3.Jh.n.Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.935.1|urn:cts:greekLit:tlg2265|Diodorus Periegeta um 300 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.936.1|urn:cts:greekLit:tlg2270|Callippus Corinthius ca. 2.Jh.n.Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.937.1|urn:cts:greekLit:tlg2273|Damon Historicus ca. 3.Jh.n.Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.938.1|urn:cts:greekLit:tlg2274|Hesychius, of Miletus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.939.1|urn:cts:greekLit:tlg2294|Zenos Tarsensis 3./2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.940.1|urn:cts:greekLit:tlg2299|Demodamas Halicarnassensis 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.941.1|urn:cts:greekLit:tlg2300|Promathidas Heraclensis um 250 v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.942.1|urn:cts:greekLit:tlg2306|Xenomedes, Ceus, 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.943.1|urn:cts:greekLit:tlg2307|Artemon Clazomenius 4. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.944.1|urn:cts:greekLit:tlg2322|Antenor Creticus ca. 2.Jh.n.Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.945.1|urn:cts:greekLit:tlg2326|Deiochus, Cyzicenus, 5./4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.946.1|urn:cts:greekLit:tlg2338|Cadmus, Milesius, 6./5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.947.1|urn:cts:greekLit:tlg2339|Maeandrius Milesius 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.948.1|urn:cts:greekLit:tlg2343|Eudemus, Naxius ca. 5. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.949.1|urn:cts:greekLit:tlg2354|Dionysius, Samius, 3./2. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.950.1|urn:cts:greekLit:tlg2356|Eucrates Historicus ca. 3.Jh.n.Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.951.1|urn:cts:greekLit:tlg2357|Gorgon Rhodius 2. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.952.1|urn:cts:greekLit:tlg2372|Eugaeon Samius 5. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.953.1|urn:cts:greekLit:tlg2384|Hermias Methymnaeus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.954.1|urn:cts:greekLit:tlg2386|Timonides, Leucadius, 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.955.1|urn:cts:greekLit:tlg2387|Athanis Syracusanus 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.956.1|urn:cts:greekLit:tlg2389|Antander, Syracusanus, 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.957.1|urn:cts:greekLit:tlg2392|Artemon Pergamenus 2. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.958.1|urn:cts:greekLit:tlg2397|Boethus Stoicus 2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.959.1|urn:cts:greekLit:tlg2398|Basilides Scythopolitanus ca. 3. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.960.1|urn:cts:greekLit:tlg2399|Eudromus Philosophus 2. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.961.1|urn:cts:greekLit:tlg2403|Persaeus, Citieus, ca. 276/243 v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.962.1|urn:cts:greekLit:tlg2408|Hierocles Historicus 3. Jh. n. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.963.1|urn:cts:greekLit:tlg2409|Dioscorides Historicus 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.964.1|urn:cts:greekLit:tlg2416|Suidas Thessalius 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.965.1|urn:cts:greekLit:tlg2417|Cineas Thessalius 4./3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.966.1|urn:cts:greekLit:tlg2421|Charon Naucratites 4. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.967.1|urn:cts:greekLit:tlg2424|Chaeremon, of Alexandria|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.968.1|urn:cts:greekLit:tlg2432|Marmor Parium|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.969.1|urn:cts:greekLit:tlg2445|Amometus, Historicus, 4./3. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.970.1|urn:cts:greekLit:tlg2466|Dionysius Milesius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.971.1|urn:cts:greekLit:tlg2475|Menecrates Nysaensis|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.972.1|urn:cts:greekLit:tlg2479|Patrocles, Historicus, ca. 345 - 281/280 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.973.1|urn:cts:greekLit:tlg2482|Daimachus Plataeeus 3. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.974.1|urn:cts:greekLit:tlg2493|Damocritus Historicus 1. Jh. v. Chr./1. Jh. n. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.975.1|urn:cts:greekLit:tlg2501|Hippagoras Historicus 3. Jh. v. Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.976.1|urn:cts:greekLit:tlg2504|Candidus Isauricus 5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.977.1|urn:cts:greekLit:tlg2508|Creon Historicus ca. 4.Jh.v.Chr|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.978.1|urn:cts:greekLit:tlg2513|Aristippus, 435?-356? B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.979.1|urn:cts:greekLit:tlg2524|Seleucus Emesenus 3/4 Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.980.1|urn:cts:greekLit:tlg2536|Andron Teius 4. Jh. v. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.981.1|urn:cts:greekLit:tlg2542|Fabius Pictor fl. 154-151.B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.982.1|urn:cts:greekLit:tlg2543|Cincius Alimentus, L fl. 210 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.983.1|urn:cts:greekLit:tlg2545|Acilius, Gaius um 155 v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.984.1|urn:cts:greekLit:tlg2573|Pausanias Damascenus ca. 4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.985.1|urn:cts:greekLit:tlg2578|John, the Prophet, Saint|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.986.1|urn:cts:greekLit:tlg2580|Lydus, Johannes Laurentius 490-ca. 565|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.987.1|urn:cts:greekLit:tlg2582|Malchus Philadelphensis|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.988.1|urn:cts:greekLit:tlg2583|Manetho Astrologus 4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.989.1|urn:cts:greekLit:tlg2585|Marcellinus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.990.1|urn:cts:greekLit:tlg2590|Olympiodorus, ca. 380-ca. 425|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.991.1|urn:cts:greekLit:tlg2592|Pediasimus, Ioannes 1282-1326|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.992.1|urn:cts:greekLit:tlg2593|Petrus of Thessalonica 6th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.993.1|urn:cts:greekLit:tlg2598|Procopius, of Gaza, ca. 475-ca.528|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.994.1|urn:cts:greekLit:tlg2606|Agathyllus Arcas 1. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.995.1|urn:cts:greekLit:tlg2611|Butas Epigrammaticus 1. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.996.1|urn:cts:greekLit:tlg2625|Herodicus, of Babylon|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.997.1|urn:cts:greekLit:tlg2627|Damianus Larissaeus 4. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.998.1|urn:cts:greekLit:tlg2630|Lobon of Argos|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.999.1|urn:cts:greekLit:tlg2637|Eustathius Epiphaniensis 5. bzw. 5./6. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1000.1|urn:cts:greekLit:tlg2642|Astrampsychus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1001.1|urn:cts:greekLit:tlg2643|Ausonius, Decimus Magnus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1002.1|urn:cts:greekLit:tlg2644|Sminthes Astronomus ca. 4.Jh.v.Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1003.1|urn:cts:greekLit:tlg2656|Trichas 12. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1004.1|urn:cts:greekLit:tlg2658|Arion fl. 628-625 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1005.1|urn:cts:greekLit:tlg2691||false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1006.1|urn:cts:greekLit:tlg2693|III Euergetes, King of Egypt d. 221 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1007.1|urn:cts:greekLit:tlg2701|George, the Pisidian|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1008.1|urn:cts:greekLit:tlg2703|Comnena, Anna b. 1083|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1009.1|urn:cts:greekLit:tlg2721|Prodromus, Theodore|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1010.1|urn:cts:greekLit:tlg2738|Chronographiae Anonymae|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1011.1|urn:cts:greekLit:tlg2746|Nestorius, Patriarch of Constantinople, fl. 428|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1012.1|urn:cts:greekLit:tlg2770|Callinicus Monk of Rufinianae fl. 447-450|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1013.1|urn:cts:greekLit:tlg2775|Diadochus Bishop of Photice 5th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1014.1|urn:cts:greekLit:tlg2913|Leontius Bishop of Neapolis 7th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1015.1|urn:cts:greekLit:tlg2934|John, of Damascus (attributed author)|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1016.1|urn:cts:greekLit:tlg2944|Leo VI, the Emperor of the East, 866-912|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1017.1|urn:cts:greekLit:tlg2946|Priscus 5th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1018.1|urn:cts:greekLit:tlg2972|Anonymi de Terrae Motibus|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1019.1|urn:cts:greekLit:tlg2993|Isaac I Comnenus, Emperor of the East, 1005-1061|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1020.1|urn:cts:greekLit:tlg3068||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1021.1|urn:cts:greekLit:tlg3072|Eustathius Macrembolites 12th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1022.1|urn:cts:greekLit:tlg3074|Manasses, Constantine d. 1187|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1023.1|urn:cts:greekLit:tlg3086|Nicephorus Saint, Patriarch of Constantinople|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1024.1|urn:cts:greekLit:tlg3092|Nicephorus Blemmydes 1197-1272|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1025.1|urn:cts:greekLit:tlg3095|Nikētas ho Eugeneianos 12th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1026.1|urn:cts:greekLit:tlg3113|Simeo Sethus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1027.1|urn:cts:greekLit:tlg3135||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1028.1|urn:cts:greekLit:tlg3142|Pachymeres, George 1242-ca. 1310|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1029.1|urn:cts:greekLit:tlg3187||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1030.1|urn:cts:greekLit:tlg4000|Aristaenetus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1031.1|urn:cts:greekLit:tlg4001|Aeneas, Gazaeus, 430-486|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1032.1|urn:cts:greekLit:tlg4014|Priscianus, Lydus, 6th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1033.1|urn:cts:greekLit:tlg4015|Philoponus, John 6th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1034.1|urn:cts:greekLit:tlg4016|Ammonius, Hermiae|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1035.1|urn:cts:greekLit:tlg4018|Asclepius, of Tralles|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1036.1|urn:cts:greekLit:tlg4023|Ablabius Rhetor 5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1037.1|urn:cts:greekLit:tlg4024|Agathias, d. 582|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1038.1|urn:cts:greekLit:tlg4027|Anonymi in Aristotelis|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1039.1|urn:cts:greekLit:tlg4028|Stephanos ho Byzantios 6th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1040.1|urn:cts:greekLit:tlg4029|Procopius|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1041.1|urn:cts:greekLit:tlg4030|Sophonias|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1042.1|urn:cts:greekLit:tlg4031|Eustratius, Metropolitan of Nicaea|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1043.1|urn:cts:greekLit:tlg4033|Anonymi in Aristotelis|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1044.1|urn:cts:greekLit:tlg4034|Michael, of Ephesus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1045.1|urn:cts:greekLit:tlg4035|Arabius Epigrammaticus 6. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1046.1|urn:cts:greekLit:tlg4036|Proclus, ca. 410-485|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1047.1|urn:cts:greekLit:tlg4039|Paul, the Silentiary, 6th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1048.1|urn:cts:greekLit:tlg4040|Theophanes Byzantinus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1049.1|urn:cts:greekLit:tlg4041|Rufus Domesticus ca. 3. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1050.1|urn:cts:greekLit:tlg4042|Sophronius, Saint, Patriarch of Jerusalem ca. 560-ca. 638|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1051.1|urn:cts:greekLit:tlg4043|Synesius Scholasticus fl.6. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1052.1|urn:cts:greekLit:tlg4044|Theaetetus, Scholasticus, fl.6. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1053.1|urn:cts:greekLit:tlg4045|Theodorus Illustrius fl.6. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1054.1|urn:cts:greekLit:tlg4046||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1055.1|urn:cts:greekLit:tlg4047|Theosebeia Epigramamatica 5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1056.1|urn:cts:greekLit:tlg4048|Thomas Patricius fl.6. Jh.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1057.1|urn:cts:greekLit:tlg4049|Thomas Scholasticus fl.6. Jh.|true|true||published|feed_aggregator|feed_aggregator
