URL/URI	LC #	LC NAME/TITLE or DNB AUTHOR NAME	OLD AUTHOR NAME	LS AUTHOR NAME	PHI AUTHOR NAME	OLD AUTHOR NAME ABBREVIATION	LS AUTHOR NAME ABBREVIATION	A&G AUTHOR NAME ABBREVIATION	WORK TITLE	OLD ABBREVIATED TITLE	LS ABBREVIATED TITLE	A&G ABBREVIATED TITLE	OLD STANDARD EDITION	WE OWN?	TLL Standard Edition	WE OWN?	LS STANDARD EDITION	WE OWN?	PHI#	STOA#	PERSEUS HAS THIS WORK	Other identifier	NOTE	URL
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Benedictionibus Jacob patriarchae.	none	none	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa034a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Bono Conjugali  	none	August. Bon. Conj.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa035	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Bono Viduitatis	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa035a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Cantico Novo	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa0035b	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Conjugiis Adulterinis  	none	Aug. Conj. Adult.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa036	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Consensu Evangelistarum Libri Quatuor  	none	Aug. de Cons. Evang. / Aug. Cons. Evang.	none	none	n.a.	Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa037	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Continentia liber 	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa037a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Correptione et Gratia	none	none	none	none	n.a	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa037b	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Cura pro Mortuis Gerenda	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa037c	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Disciplina Christiana	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa037d	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Diversis Quaestionibus Octoginta Tribus	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa037e	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Diversis Quaestionibus Ad Simplicianum  	none	Aug. Quaest. in Num. / Aug. de. Quaest. / Aug. Quaest. /  Aug. Divers. Quaest  / August. Quaest.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa038	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Divinatione Demonum	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa038a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Dono Perseverantiae  	none	Aug. Don. Persev. /Don. Persev. / Aug. de Don. Persev.	none	none	n.a.	Migne 45	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa039	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Duabus Animabus Contra Manichaeos  	none	August. De Duab Anim.	none	none	n.a.	Corp. Vind XXV, Part I; Migne 42+P194	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa040	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Fide Et Operibus  	none	Aug. de Fide et Oper.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa041	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Fide Rerum Quae non Videntur	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa041a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Genesi Ad Litteram Imperfectus Liber  	none	Aug. de Gen. ad Litt. / Aug. ad Genes. / Aug. de. Genes. / August. de Gen. ad Lit. / August.  Gen. ad Lit. Op. Imp. / Aug. Gen. / Aug. Gen. ad Lit. / Aug. Gen. Lit. / Aug. Genes. Litt.	none	none	n.a.	Corp. Vind XXVIII 2; Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa042	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Genesi Ad Litteram	none	none	none	none	n.a.	Corp. Vind XXVIII 2; Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa042a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Genesi Contra Manichaeos Libri Duo  	none	Aug. Genes. Cont. Manich. / Aug. Gen. adv. Manich.	none	none	n.a.	Corp. Vind XXVIII 2; Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa043	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Gestis Pelagi  	none	Aug. Gest. Pelag.	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa044	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Grammatica  	none	Aug. de. Gram.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina); Putschius	no-need to obtain	none	stoa0040-stoa045	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Gratia Christi Et De Peccato Originali Contra Pelagium Et Coelestinum  	none	Aug. Grat. Christ. / Grat. Christ.	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa046	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Gratia et Libero Arbitrio	none	none	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa046a	none			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Haeresibus  	none	Aug. de. Haeres. / Aug. Haeres.	none	none	n.a.	Migne 42	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa047	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Immortalitate Animae  	none	Aug. de Immort. Anim / August. Immort. Anim.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa048	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Libero Arbitrio  	none	Aug. de Lib. Arbit / Aug. de Lib. Arb. / Aug. Lib. Arbit. / Aug. Lib. Arb.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa049	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Mendacio  	none	Aug. de. Mendac. / Aug. Mendac.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa050	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Mirabilibus sacrae scripturae 	none	none	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa050a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Miraculis Sancti Stephani Protomartyris   	none	Aug. Mir. S. Steph. / Mir. S. Steph.	none	none	n.a.	Migne 41	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa051	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Moribus Manichaeorum 	none	Aug. Mor. Manich. / (August. de. Mor. Manich.) / Aug. de. Mor. Manich. / August. Mor. Manich. / August. De Mor. Eccl. Cath. / August. De. Manich.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa052	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Natura Boni Contra Manichaeos  	none	Aug. de. Nat. Boni.	none	none	n.a.	Corp. Vind XXV, Part II; Migne 42	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa053	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Natura Et Gratia Ad Timasium Et Jacobum Contra Pelagium  	none	August. De. Nat. et Grat.	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa054	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Octo Dulcitii Quaestionibus Liber	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa054a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Opere Monachorum  	none	Aug. de Op. Monach. / Aug. Op. Mon.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa055	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Ordine Libri Duo  	none	Aug. Ord. / Aug. de Ordin.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa056	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Nuptiis et Concupiscentia	none	none	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa056a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Patientia	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa056b	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Peccatorum Meritis Et Remissione Et De Baptismo Parvulorum  	none	Aug. Peccat. Mer. / Aug. de Pecc. Merit. / Aug. de. Pecc. Mer. / Aug. Pecc. Merit.	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa057	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Perfectione Justitiae Hominis Liber	none	none	none	none	n.a	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa057a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Praedestinatione Sanctorum.	none	Aug. Praedest. Sanct.	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa058	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Quantitate Animae  	none	Aug. Quant. Anim. / Aug. Quantit. Anim.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa059	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Quarta Feria	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa059a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Sancta Virginitate  	none	August. Sanct. Virg.	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa060	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Sermone Domini In Monte Secundum Matthaeum   	none	Aug. Serm. Dom. / Aug. Serm. Domin.	none	none	n.a.	Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa061	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Spiritu Et Littera  	none	Aug. Spir. Et Lit. / August. de Spir. et Lit. / Spir. et. Lit.	none	none	n.a.	Migne 44	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa062	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Symbolo Ad Catechumenos	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa062a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Tempore Barbarico	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa062b	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Unico Baptismo Contra Petilianum Ad Constantinum  	none	Aug. Bapt.	none	none	n.a.	Migne 43	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa063	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Utilitate Credendi Ad Honoratum  	none	Aug. de. Util. Cred / Aug. de. Nat. Cred.	none	none	n.a.	Corp. Vind XXV, Part I; Migne 42	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa064	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Utilitate Jejunii	none	none	none	none	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa064a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Urbis Excidio	none	none	none	n.one	n.a.	Migne 40	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa064b	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Vera Religione Liber Unus  	none	Aug. Ver. Rel. /August. Ver .Rel. / Aug. de Vera Relig	none	none	n.a.	Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa065	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	De Vita Eremitica ad Sororem	none	none	none	none	n.a.	Migne 33	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa065a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Enarrationes In Psalmos 	none	Aug. Enarr. In Psa. / Aug. in Psa. / August. in Psa. / Aug. Enn. in Psa. / Aug. in Ps. /  Aug. Narrat. In Psa.	none	none	n.a.	Migne 36-Migne 37	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa066	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Expositio quarumdam propositionum  ex Epistula ad Romanos	none	none	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa066a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Expositio Epistolae ad Galatas	none	none	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa066b	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Hypomnesticon Vulgo Libri Hypognosticon  	none	Auct. Hypogn.	none	none	n.a.	Migne 45	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa067	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	In B.Joannis Apocalypsim Expositio	none	none	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa067a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	In Epistolam Joannis Ad Parthos Tractatus Decem  	none	August. In Joan. Tr.   / August. In Joann. Epist. 	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa068	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	In Evangelium Joannis Tractatus CXXIV  	none	August. In ev. Joan. Tract. / August. in Joann. Tract. / Aug. in Joann. Tract. / Aug. Tract. in Joann. / Aug. Tract. in Johan.	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa069	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	In Heptateuchum Locutionum Libri Septem  	none	Aug. Locut. In Heptat.	none	none	n.a.	Corp. Vind XXVIII 2	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa070	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Principia Rhetorices  	none	Aug. Rhet. / Aug. in Prin. Rhet.	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa071	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Psalmus Contra Partem Donati  	none	Aug. in Psa. Cont.	none	none	n.a.	Migne 43	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa072	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Quaestionum Evangeliorum Libri Duo  	none	Aug. Quaest. Evang.	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa073	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Quaestionum In Heptateuchum Libri Septem  	none	Aug. Quaest. In Heptat. /Aug. Quaest.  In Hept.  / Aug. Quest. in Hept. /August. Quaest. In Hept. / August. Qu. In Heptat.	none	none	n.a.	Corp. Vind XXVIII 3	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa074	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Quaestionum in Pentateuchum	none	none	none	none	n.a.	Migne 34	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa074a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Quaestionum Septemdecim In Evangelium Secundum Matthaeum  	none	Aug. Quaest. In Matt.	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa075	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Quaestiones Veteris et Novis Testamenti	none	none	none	none	n.a.	Migne 35	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa075a	no			
http://errol.oclc.org/laf/n80-126290.html	n80-126290	Augustine, Saint, Bishop of Hippo	Aurelius Augustinus (St. Augustine) 	Aurelius Augustinus	none	August.	Aug. / August.	none	Regulae Clericis Traditae Fragmentum  	none	Aug. ap. Reg. Cleric	none	none	n.a.	Migne 32	no-need to obtain	Migne (Patrologia Latina)	no-need to obtain	none	stoa0040-stoa076	no			
