URL/URI	LC #	LC NAME/TITLE or DNB AUTHOR NAME	OLD AUTHOR NAME	LS AUTHOR NAME	PHI AUTHOR NAME	OLD AUTHOR NAME ABBREVIATION	LS AUTHOR NAME ABBREVIATION	A&G AUTHOR NAME ABBREVIATION	WORK TITLE	OLD ABBREVIATED TITLE	LS ABBREVIATED TITLE	A&G ABBREVIATED TITLE	OLD STANDARD EDITION	WE OWN?	TLL Standard Edition	WE OWN?	LS STANDARD EDITION	WE OWN?	PHI#	STOA#	PERSEUS HAS THIS WORK	Other identifier	NOTE	URL
http://errol.oclc.org/laf/n80-120984.html	n80-120984	Gaius	Gaius	Gaius	Gaius	GAIUS	Gai.	none	Digesta?	GAlUS dig. 50. 17. 158	none	none	Mommsen-Krueger Berlin 1922 (Corpus iuris civilis, Vol I (Digesta Iustiniani in OLD))	no-need to obtain (have older version)			Dig, Dig.Momms.	no-need to obtain	1251.? (2806. 2 for digesta)	stoa0168-stoa001b	yes			
http://errol.oclc.org/laf/n80-120984.html	n80-120984	Gaius	Gaius	Gaius	Gaius	GAIUS	Gai.	none	Instiutiones / Institutiones Juris Civilis	GAIUS. Inst. 4. 187	Gai. Inst. / Inst.	none	Kuebler T 1935	no-not in public domain	Kruger Studemund 1884	no	Abdy and Walker	no-need to obtain	1251.1	stoa0129-stoa001	yes			
http://errol.oclc.org/laf/n85-379942.html	n85-379942	Gallus, Gaius Cornelius, 69?-26 B.C.	C. Cornelius Gallus	Cn. Cornelius Gallus	C. Cornelius Gallus	GAL.	Corn. Gall.	none	Elegia	GAL. poet. I	none	none	Morel T 1927 (Fragmenta Poetarum Latinorum)	no-not in public domain	FPR, Baehrens (Teubner 1886)	yes	Anthol. Lat. (Riese)	no-need to obtain	524.1	stoa0100-stoa001	yes			
http://errol.oclc.org/laf/nr95-39327.html	nr95-39327	Gallus, C. Aelius, 1st cent. B.C.?	C. Aelius Gallus	none	C. Aelius Gallus	GAL.	none	none	De Verbis ad Ius Civile	GAL. gram. 28	none	none	Funaioli T 1907 (Grammaticae Romanae Fragmenta)	yes-Google has scanned			none	n.a.	522.1	none	yes			
http://errol.oclc.org/laf/nr95-39327.html	nr95-39327	Gallus, C. Aelius, 1st cent. B.C.?	C. Aelius Gallus	none	C. Aelius Gallus	GAL.	none	none	iurisprudentia; fragmenta	GAL. iur. 3 	none	none	Seckel-Kuebler T 1908  (Iurisprudentia Anteiustiniana)	no-need to obtain			none	n.a.	522.2	none	no			
http://id.loc.gov/authorities/names/n50015482	n50-15482	Galba, Servius Sulpicius, Emperor of Rome, 3 B.C.-69 A.D. 	Ser. Sulpicius Galba	none	none	GALBA	none	none	Epistulae	GALBA Fam. 10. 30. 5	none	none	Purser OCT 1901	yes			none	n.a.	474.56	stoa0087-stoa026	yes			
http://errol.oclc.org/laf/nr95-20974.html	nr95-20974	Gannius	Gannius	none	Gannius	GAN.	none	none	Carmina	GAN. poet. 3	none	none	Morel T 1927 (Fragmenta Poetarum Latinorum)	no-not in public domain	FPR, Baehrens (Teubner 1886)	yes	none	n.a.	527.1	none	yes			
http://errol.oclc.org/laf/n81-92056.html	n81-92056	Gargilius Martialis, Quintus	none	not in list	none	none	Gargil. Mart.	none	de Cura Boum	none	none	none	none	n.a.	Schneider 1797	yes-Google has scanned	Gesner-Societas Bipontina; Mai	no-need to obtain	none	stoa0132-stoa001	yes		Not inclued in list, found through citation analysis	http://www.perseus.tufts.edu/hopper/text.jsp?doc=Perseus:text:1999.04.0059:entry=cro^ci^no&highlight=
http://errol.oclc.org/laf/n81-92056.html	n81-92056	Gargilius Martialis, Quintus	none	not in list	none	none	Gargil. Mart.	none	De arboribus pomiferis	none	Gargil. Mart. De. Arb. Pomif.	none	none	n.a.	Mai	no	Mai	no-need to obtain	none	stoa0132-stoa002	no			
http://errol.oclc.org/laf/n81-92056.html	n81-92056	Gargilius Martialis, Quintus	none	not in list	none	none	Gargil. Mart.	none	De medicina ex pomis	none	Gargil. Mart. de Pom.  / Gargil. Mart.  Medic.	none	none	n.a.	Rose 1875	no	Mai	no-need to obtain	none	stoa0132-stoa003	yes			
http://errol.oclc.org/laf/n81-92056.html	n81-92056	Gargilius Martialis, Quintus	none	not in list	none	none	Gargil. Mart.	none	Vita Alexandri Severi	none	none	none	none	n.a.			Mai	no-need to obtain	none	stoa0132-stoa004	yes			
http://errol.oclc.org/laf/n81-92056.html	n81-92056	Gargilius Martialis, Quintus	none	not in list	none	none	Gargil. Mart.	none	Fragmentum incertum	none	none	none	none	n.a.			Mai	no-need to obtain	none	stoa0132-stoa005	no			
http://id.loc.gov/authorities/names/nr98008106	nr98-008106	Gaudentius, Saint, Bishop of Brescia, -410?	none	none	none	none	none		Sermones	none	none	none	none	n.a.	Polaschek?	no	none	n.a.	none	stoa0132a-stoa001	no		The TLL lists (Polaschek) who apparently had started editing the works of this author but the final edition using his work was published in 1936 and is not in the public domain. They specifically list that they did not us PL 20, but there doesn't seem to be another good edition.	
http://errol.oclc.org/laf/n79-142673.html	n79-142673	Gellius, Aulus	A. Gellius	Aulus Gellius	A. Gellius	GEL.	Gell.	Gell.	Noctes Atticae	GEL. 20. 11. 5	none	none	Hosius T 1903 	yes	Hertz 1883	no-need to obtain	Hertz,  Gronovius (Societas Bipontina), Gronovius (1706), Conrad )1762)	n.a.	1254.1	stoa0134-stoa001	yes			
http://errol.oclc.org/laf/nr95-29283.html	nr95-29283	Gellius, Cn., fl. 154-134 B.C.	Cn. Gellius	none	Cn. Gellius	GEL.	none	none	Annales	GEL. hist. 33	none	none	Peter T 1914, 1906 (Historicorum Romanorum, Vol 1-2)	yes	same as OLD	yes	none	n.a.	70.1	none	yes			
http://errol.oclc.org/laf/n82-158317.html	n82-158317	Germanicus Caesar, 15 B.C.-19 A.D.	Germanicus Iulius Caesar	Caesar Germanicus	Claudius Caesar Germanicus	GERM.	German. / Caes. Germ.	none	Aratea	GERM. Arat. 725	Germ. Arat.	none	Breysig T 1899 	yes	Baehrens, Poet. Min I	yes	Breysig 1867, Orelli	no-need to obtain	881.1	stoa0136-stoa001	yes			
http://errol.oclc.org/laf/n82-158317.html	n82-158317	Germanicus Caesar, 15 B.C.-19 A.D.	Germanicus Iulius Caesar	Caesar Germanicus	Claudius Caesar Germanicus	GERM.	German. / Caes. Germ.	none	Epigrammata	GERM. Epig. 2. 8	none	none	Breysig T 1899 	yes			Breysig 1867, Orelli	no-need to obtain	881.3	none	yes			
http://errol.oclc.org/laf/n82-158317.html	n82-158317	Germanicus Caesar, 15 B.C.-19 A.D.	Germanicus Iulius Caesar	Caesar Germanicus	Claudius Caesar Germanicus	GERM.	German. / Caes. Germ.	none	Fragmenta	GERM. fr. 6. 2 	none	none	Breysig T 1899 	yes			Breysig 1867, Orelli	no-need to obtain	881.2	stoa0136-stoa002	yes			
none	none	none	M. Antonius Gnipho	none	none	GNIPHO	none	none	Grammatica	GNlPHO gram. 4	none	none	Funaioli T 1907 (Grammaticae Romanae Fragmenta)	yes			none	n.a.	none	stoa0136b-stoa001	yes			
http://errol.oclc.org/laf/n81-98243.html	n81-98243	Gracchus, Gaius Sempronius, 154-121 B.C.	C. Sempronius Gracchus	none	C. Sempronius Gracchus	GRACCH.	none	none	Orationes	GRACCH. orat. 68	none	none	Malcovati Turin 1930 (Oratorum Romanorum Fragmenta)	no-not in public domain	Meyer 1842	yes	none	n.a.	73.1	none	no			
http://viaf.org/viaf/44692595	none	Gracchus, Poeta, Jh. v. Chr./1. Jh. n. Chr.	Gracchus	none	Gracchus	GRACCH.	none	none	Tragoediae	GRACCH. trag. 4	none	none	Ribbeck T 1897 (Scaenicae Romanorum poesis fragmenta, Vol I)	yes	same as OLD	yes	none	n.a.	884.1	none	yes			
http://errol.oclc.org/laf/nr95-37505.html	nr95-37505	Gracchanus, M. Junius Congus (Marcus Junius Congus), 2nd/1st cent. B.C.	M. Iunius Gracchanus	none	M. Iunius Gracchanus	GRACCHAN.	none	none	Commentarii	GRACCHAN. iur. 11	none	none	Seckel-Kuebler T 1908  (Iurisprudentia Anteiustiniana)	no-need to obtain			none	n.a.	315.1	none	no			
http://errol.oclc.org/laf/nr95-37312.html	nr95-37312	Granius Flaccus, 1st cent. B.C.	Granius Flaccus	none	Granius Flaccus	GRAN. FL.	none	none	Grammatica	GRAN. FL. gram.	none	none	Funaioli T 1907 (Grammaticae Romanae Fragmenta)	yes			none	n.a.	528.2	none	yes			
http://errol.oclc.org/laf/nr95-37312.html	nr95-37312	Granius Flaccus, 1st cent. B.C.	Granius Flaccus	none	Granius Flaccus	GRAN. FL.	none	none	Iurisprudentia	GRAN. FL. iur. 8	none	none	Seckel-Kuebler T 1908  (Iurisprudentia Anteiustiniana)	no-need to obtain			none	n.a.	528.1	none	yes			
http://id.loc.gov/authorities/names/n82239287	n82-239287	Granius Licinianus.	none	none	Granius Licinianus	none	none	none	Annales	none	none	none	none	none	Heptas Bonnensis 1858	yes	none	n.a.	1257.1	none	yes		PHI edition only	
http://errol.oclc.org/laf/nr89-2495.html	nr89-2495	Grattius, Faliscus	Grattius	Gratius Faliscus	Grattius	GRAT.	Grat. / Falisc.	none	Cynegetica	GRAT. 54I	Grat. Cyn. / Grat. Cyneg.	none	Poetae Latini Minores Vollmer T 1911	no-we have earlier edition	Baehrens, Poet. Min I	yes	Haupt;Stern, Wernsd.	no-need to obtain	887.1	stoa0139-stoa001	yes			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Epistulae	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa001	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Commentariorum in Librum I Regum 	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa002	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Concordia Quorumdam Testimoniorum S. Scripturae	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa003	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Dialogorum libri IV	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa004	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Expositio in septem psalmos poenitentiale	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa005	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Expositio super Cantica canticorum	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa006	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Liber antiphonarius 	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa007	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Liber regulae pastoralis	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa008	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Liber responsalis	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa009	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Liber sacramentorum 	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa010	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Libri duo in Evangelia	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa011	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Libri duo in Ezechielem	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa012	no			
http://id.loc.gov/authorities/names/n79056801	n79-056801	Gregory I, Pope, approximately 540-604 (Gregorius Magnus, Gregory the Great))	none	none	none	none	none	none	Libri moralium in Job XXXV (Librorum Moralium?)	none	none	none	n.a.	n.a.	Maurini 1705	yes and no	none	n.a.	none	stoa0140-stoa013	no			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Historia Francorum	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa001	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	De Miraculis S. Martini (De Virtutibus Sancti Martini Episcopi)	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa002	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Liber in Gloria Martyrum	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa003	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Liber de Passione Et Virtutibus Sancti Iuliani Martyris	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa004	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Liber Vitae Patrum	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa005	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Liber in Gloria Confessorum	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa006	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Liber de Miraculis Beati Andreae Apostoli 	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa007	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	Passio Sanctorum Martyrum Septem Dormientum apud Ephesum translata in Latinum	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa008	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	De Cursu Stellarum Ratio Qualiter Ad Officium Implendum Debeat Observari	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa009	yes			
http://id.loc.gov/authorities/names/n80128596	n80-128596	Gregory, Saint, Bishop of Tours, 538-594 (Gregorius Turonensis)	none	none	none	none	none	none	In Psalterii Tractatus	none	none	none	none	n.a.	Arndt-Krusch 1884. 1885	yes-IA has scanned	none	n.a.	none	stoa0143-stoa010	yes			
http://errol.oclc.org/laf/n50-30000.html	n50-30000	Hadrian, Emperor of Rome, 76-138.	P. Aelius Hadrianus 	none	Hadrianus	HADR.	none	none	Carmina	HADR. poet. 3. 5 	none	none	Morel T 1927 (Fragmenta Poetarum Latinorum)	no-not in public domain	FPR, Baehrens (Teubner 1886)	yes	none	n.a.	1260.1	stoa0145-stoa001	yes			
http://id.loc.gov/authorities/names/nr96044533	nr96-0445533	Pseudo-Hegesippus	none	none	none	none	none	none	Historiae	none	none	none	none	n.a	Weber-Caesar 1857-1862/3	no	none	n.a.	none	stoa0146b-stoa001	no			
http://errol.oclc.org/laf/nr95-31179.html	nr95-31179	Cassius Hemina, 2nd cent. B.C.	L. Cassius Hemina	L. Cassius Hemina	C. Cassius Hemina	HEM.	Cass. Hem.	none	Annales	HEM. hist. 40	none	none	Peter T 1914, 1906 (Historicorum Romanorum, Vol 1-2)	yes	same as OLD	yes	see Diomenes, Pliny, Nonius Marcellus, Priscian, Servius	n.a.	76.1	none	yes			
http://id.loc.gov/authorities/names/n81012032	n81-012032	Hermas, active 2nd century	none	none	none	none	none	none	Hermae Pastor	none	none	none	none	n.a.	Gebhardt-Harnack 1877	yes	none	n.a.	none	stoa0149a-stoa001	no		This is a Latin translation of Greek work	
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Danielem	none	Hier. in Dan. / Hier. Dan.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa002	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	De Viris Inlustribus	none	Hier. de Vir. Ill. / Hier. Vir. Illustr.	none	none	n.a.	MIgne 23, Herding 1879	yes	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa003	yes			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Epistulae	none	Hier. Ep.	none	none	n.a.	Migne 22, Migne 30	yes	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa004	yes			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Chronicon Eusebii (Interpretatio Chronicae Eusebii Pamphili)	none	Hier. Chron. Euseb.  / Hier. in Chron.	none	none	n.a.	Migne 27	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa005	no		Created a STOA identifer for this work	
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Adversus Helvidium Liber	none	Hier. Adv. Helv.	none	none	n.a.	?	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa006	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Adversus Jovinianum	none	Hier. in Jovin. / Hier. adv. Jov. / Hier adv. Jovin. / Hier. ap. Jovin	none	none	n.a.	Migne 23	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa007	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Altercatio  Luciferiani  et Orthodoxi (Dialogus contra Luciferianos.)	none	Hier. adv. Luc. / Hier. adv. Lucif.	none	none	n.a.	Migne 23	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa008	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Apologetici adversus Rufinum (Apologia adversus libros Rufini.)	none	"Hier. adv. Ruf. / Hier adv. Rufin.  / Hier. in Rufin. /  Hier. in Ruf.
Rufin. Invect. In Hier."	none	none	n.a.	Migne 23	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa009	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Breviarium in Psalmos.	none	none	none	none	n.a.	Migne 26	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa010	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Canones poenitentiales.	none	none	none	none	n.a.	MIgne 30	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa011	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Abacuc.	none	Hier. Hab. / Hier. In Hab.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa012	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Abdiam.	none	Hier. Abd. / Hier. In Abd.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa013	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Aggaeum.	none	Hier. Agg. / Hier. In Agg.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa014	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Amos	none	Hier. in Amos / Hier. Amos	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa015	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Canticum Deborae	none	Hier. in Cant. / Hier. Cant.	none	none	n.a.	?	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa016	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Ecclesiastes (Commentarius in Ecclesiasten.)	none	Hier. in Eccl. / Hier. Eccl.	none	none	n.a.	Migne 28	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa017	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Epistolam ad Ephesios	none	Hier. in Eph. / Hier. Eph.	none	none	n.a.	Migne 26	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa018	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Epistolam ad Galatas.	none	Hier.  in Ep. Ad Galat. / Hier. Ep. Ad Galat.	none	none	n.a.	Migne 26	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa019	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Epistolam ad Philemonem.	none	Hier. In Ep. Ad Philem. / Hier. In Philem.	none	none	n.a.	Migne 26	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa020	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Epistolam ad Titum.	none	Hier. In Ep. Ad Tit. / Hier in Tit.	none	none	n.a.	Migne 26	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa021	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Ezechielem	none	Hier. Ezech. / Hier. in Ezech. / Hier. ad Ez.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa022	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Isaiam libri octo et decem (in Iesaiam Commentarii)	none	Hier. in Isa. / Hier.  Isai. / Hier. ad Isa.	none	none	n.a.	Migne 24	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa023	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Jeremiam	none	Hier. Jerem. / Hier. in Jerem.	none	none	n.a.	Migne 24	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa024	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Joelem	none	Hier. Joel / Hier. in Joel	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa025	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Jonam.	none	Hier. Jon. / Hier. In Jon.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa026	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in librum Job.	none	Hier. Job / Hier. In Job.	none	none	n.a.	Migne 26	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa027	no			
http://errol.oclc.org/laf/n79-124709.html	n79-124709	Jerome, Saint, d. 419 or 20	none	Hieronymus	none	none	Hier.	none	Commentaria in Malachiam.	none	Hier. Mal. / Hier. In Mal.	none	none	n.a.	Migne 25	no	Vallarsi (1734-1742), Migne (Patrologia Latina-reprint of Vallarsi)	no-need to obtain	none	stoa0162-stoa028	no			
