urn|work|title_eng|notes|urn_status|created_by|edited_by
urn:cite:perseus:catwk.2842.1|urn:cts:latinLit:phi0628.phi001|De Vita Sua||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2843.1|urn:cts:latinLit:phi0631.phi008|In Ciceronem||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2844.1|urn:cts:latinLit:phi0631.phi003|Historiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2845.1|urn:cts:latinLit:phi0631.phi001|Catilinae Coniuratio||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2846.1|urn:cts:latinLit:phi0631.phi002|Bellum Iugurthinum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2847.1|urn:cts:latinLit:phi0631.phi007|Epistulae ad Caesarem ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2848.1|urn:cts:latinLit:phi0634.phi002|Grammatica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2849.1|urn:cts:latinLit:phi0634.phi001|Tragoediae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2850.1|urn:cts:latinLit:phi0636.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2851.1|urn:cts:latinLit:phi0638.phi002|iurisprudentia; fragmenta,Q. SCAEV. iur. 21 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2852.1|urn:cts:latinLit:phi0640.phi002|Orationes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2853.1|urn:cts:latinLit:phi0640.phi001|De Vita Sua||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2854.1|urn:cts:latinLit:phi0642.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2855.1|urn:cts:latinLit:phi0644.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2856.1|urn:cts:latinLit:phi0646.phi002|Milesiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2857.1|urn:cts:latinLit:phi0646.phi001|Historiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2858.1|urn:cts:latinLit:phi0650.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2859.1|urn:cts:latinLit:phi0652.phi001|Commentarii Rerum Gestarum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2860.1|urn:cts:latinLit:phi0656.phi004|Grammatica,SULP. RUF. gram. 14 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2861.1|urn:cts:latinLit:phi0660.phi002|Carmina/carmina Tibulliana [sp.]||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2862.1|urn:cts:latinLit:phi0660.phi001|Elegiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2863.1|urn:cts:latinLit:phi0660.phi004|Messallae Panegyristae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2864.1|urn:cts:latinLit:phi0661.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2865.1|urn:cts:latinLit:phi0662.phi001|De Vita M. Tulli Ciceronis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2866.1|urn:cts:latinLit:phi0670.phi001|Historiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2867.1|urn:cts:latinLit:phi0674.phi001|Mimus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2868.1|urn:cts:latinLit:phi0676.phi001|Annales||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2869.1|urn:cts:latinLit:phi0678.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2870.1|urn:cts:latinLit:phi0680.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2871.1|urn:cts:latinLit:phi0682.phi002|Tragoediae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2872.1|urn:cts:latinLit:phi0682.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2873.1|urn:cts:latinLit:phi0684.phi002|Rerum Rusticarum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2874.1|urn:cts:latinLit:phi0684.phi003|Antiquitates Rerum Humanarum?,VAR. gram. 461 ,Varr. Frag.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2875.1|urn:cts:latinLit:phi0684.phi006|De Gente Populi Romani||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2876.1|urn:cts:latinLit:phi0684.phi001|De lingua Latina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2877.1|urn:cts:latinLit:phi0684.phi017|incertae sedis fragmenta,VAR. gram. 461 ,Varr. Frag.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2878.1|urn:cts:latinLit:phi0684.phi014|Fragmenta Grammatica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2879.1|urn:cts:latinLit:phi0684.phi011|Menippae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2880.1|urn:cts:latinLit:phi0684.phi007|De Vita Populi Romani,VAR. gram. 461 ,Varr. Frag.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2881.1|urn:cts:latinLit:phi0684.phi004|Antiquitates Rerum Divinarum?,VAR. gram. 461 ,Varr. Frag. (Varr. Rer. Divin.)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2882.1|urn:cts:latinLit:phi0684.phi015|frr. de historia litterarum,VAR. gram. 461 ,Varr. Frag.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2883.1|urn:cts:latinLit:phi0684.phi005|Annales||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2884.1|urn:cts:latinLit:phi0684.phi008|Res Urbanae. Fragmenta.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2885.1|urn:cts:latinLit:phi0686.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2886.1|urn:cts:latinLit:phi0690.phi002|Georgics||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2887.1|urn:cts:latinLit:phi0690.phi001|Eclogues||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2888.1|urn:cts:latinLit:phi0690.phi003|Aeneid||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2889.1|urn:cts:latinLit:phi0692.phi007|Ciris||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2890.1|urn:cts:latinLit:phi0692.phi009|Catalepton||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2891.1|urn:cts:latinLit:phi0692.phi014|De Rosis Nascentibus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2892.1|urn:cts:latinLit:phi0692.phi004|Aetna||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2893.1|urn:cts:latinLit:phi0692.phi005|Copa||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2894.1|urn:cts:latinLit:phi0692.phi011|Moretum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2895.1|urn:cts:latinLit:phi0692.phi006|Elegiae in Maecenatem||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2896.1|urn:cts:latinLit:phi0692.phi013|De Est et Non||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2897.1|urn:cts:latinLit:phi0692.phi001|Dirae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2898.1|urn:cts:latinLit:phi0692.phi002|Lydia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2899.1|urn:cts:latinLit:phi0692.phi003|Culex||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2900.1|urn:cts:latinLit:phi0692.phi012|De Institutione Viri Boni||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2901.1|urn:cts:latinLit:phi0692.phi008|Priapea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2902.1|urn:cts:latinLit:phi0694.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2903.1|urn:cts:latinLit:phi0703.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2904.1|urn:cts:latinLit:phi0706.phi001|Carmen de Bello Aegyptiaco ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2905.1|urn:cts:latinLit:phi0709.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2906.1|urn:cts:latinLit:phi0724.phi001|Grammatica Fragmenta,CLOAT. gram. 16 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2907.1|urn:cts:latinLit:phi0727.phi001|Grammatica,CORNIF. gram. 17 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2908.1|urn:cts:latinLit:phi0800.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2909.1|urn:cts:latinLit:phi0803.phi006|De Vita Sallusti Crispi||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2910.1|urn:cts:latinLit:phi0803.phi003|Pro Milone||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2911.1|urn:cts:latinLit:phi0803.phi002|Pro Scauro||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2912.1|urn:cts:latinLit:phi0803.phi004|Pro Cornelio||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2913.1|urn:cts:latinLit:phi0803.phi001|In Senatu Contra L. Pisonem||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2914.1|urn:cts:latinLit:phi0803.phi005|In Toga Candida||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2915.1|urn:cts:latinLit:phi0806.phi002|Grammatica?,CAP. gram. 14 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2916.1|urn:cts:latinLit:phi0809.phi001|Historiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2917.1|urn:cts:latinLit:phi0812.phi001|Carmen||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2918.1|urn:cts:latinLit:phi0815.phi001|Historiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2919.1|urn:cts:latinLit:phi0821.phi001|Bucolica Einsidlensia ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2920.1|urn:cts:latinLit:phi0830.phi001|Eclogae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2921.1|urn:cts:latinLit:phi0836.phi002|De Medicina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2922.1|urn:cts:latinLit:phi0842.phi001|Libri Rerum Romanorum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2923.1|urn:cts:latinLit:phi0845.phi002|Res Rustica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2924.1|urn:cts:latinLit:phi0845.phi001|De Arboribus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2925.1|urn:cts:latinLit:phi0851.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2926.1|urn:cts:latinLit:phi0854.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2927.1|urn:cts:latinLit:phi0860.phi001|Historiarum Alexandri Magni||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2928.1|urn:cts:latinLit:phi0863.phi001|Carmen||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2929.1|urn:cts:latinLit:phi0866.phi001|Annales||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2930.1|urn:cts:latinLit:phi0869.phi001|Etruscarum Rerum Libri||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2931.1|urn:cts:latinLit:phi0869.phi002|Grammatica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2932.1|urn:cts:latinLit:phi0875.phi001|Carmen  ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2933.1|urn:cts:latinLit:phi0878.phi001|Carmina / Epigramma||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2934.1|urn:cts:latinLit:phi0881.phi003|Epigrammata (Latin)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2935.1|urn:cts:latinLit:phi0881.phi002|Fragmenta Aratea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2936.1|urn:cts:latinLit:phi0881.phi001|Aratea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2937.1|urn:cts:latinLit:phi0884.phi001|Tragoediae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2938.1|urn:cts:latinLit:phi0887.phi001|Cynegetica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2939.1|urn:cts:latinLit:phi0890.phi001|Ilias Latina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2940.1|urn:cts:latinLit:phi0893.phi005|Epistulae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2941.1|urn:cts:latinLit:phi0893.phi001|Odes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2942.1|urn:cts:latinLit:phi0893.phi003|Epodes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2943.1|urn:cts:latinLit:phi0893.phi002|Carmen Saeculare||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2944.1|urn:cts:latinLit:phi0893.phi006|Ars Poetica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2945.1|urn:cts:latinLit:phi0893.phi004|Satires||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2946.1|urn:cts:latinLit:phi0899.phi001|Astronomica / De astronomia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2947.1|urn:cts:latinLit:phi0905.phi003|Grammatica,LABEO gram. 25 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2948.1|urn:cts:latinLit:phi0908.phi001|Homerus Latinus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2949.1|urn:cts:latinLit:phi0911.phi001|Laus Pisonis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2950.1|urn:cts:latinLit:phi0914.phi003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2951.1|urn:cts:latinLit:phi0914.phi002|Periochae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2952.1|urn:cts:latinLit:phi0914.phi001|Ab Urbe Condita ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2953.1|urn:cts:latinLit:phi0914.phi004|Epitome   ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2954.1|urn:cts:latinLit:phi0917.phi001|Civil War||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2955.1|urn:cts:latinLit:phi0920.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2956.1|urn:cts:latinLit:phi0923.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2957.1|urn:cts:latinLit:phi0926.phi001|Astronomica. Selections.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2958.1|urn:cts:latinLit:phi0929.phi001|De chorographia ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2959.1|urn:cts:latinLit:phi0932.phi002|Commentarii De Bello Civili||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2960.1|urn:cts:latinLit:phi0932.phi003|Grammatica,MES. COR. gram. 8 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2961.1|urn:cts:latinLit:phi0938.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2962.1|urn:cts:latinLit:phi0944.phi001|De Vita Sua Commentarius||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2963.1|urn:cts:latinLit:phi0959.phi003|Medicamina Faciei Femineae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2964.1|urn:cts:latinLit:phi0959.phi007|Fasti||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2965.1|urn:cts:latinLit:phi0959.phi008|Tristia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2966.1|urn:cts:latinLit:phi0959.phi001|Amores||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2967.1|urn:cts:latinLit:phi0959.phi011|Medea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2968.1|urn:cts:latinLit:phi0959.phi013|Nux [sp.]||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2969.1|urn:cts:latinLit:phi0959.phi014|Halieutica [sp.]||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2970.1|urn:cts:latinLit:phi0959.phi010|Ibis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2971.1|urn:cts:latinLit:phi0959.phi006|Metamorphoses||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2972.1|urn:cts:latinLit:phi0959.phi012|carmina; fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2973.1|urn:cts:latinLit:phi0959.phi002|Epistulae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2974.1|urn:cts:latinLit:phi0959.phi015|Consolatio ad Liviam (Epicedion Drusi)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2975.1|urn:cts:latinLit:phi0959.phi004|Ars Amatoria||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2976.1|urn:cts:latinLit:phi0959.phi005|Remedia Amoris||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2977.1|urn:cts:latinLit:phi0959.phi009|Ex Ponto||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2978.1|urn:cts:latinLit:phi0969.phi001|Saturae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2979.1|urn:cts:latinLit:phi0972.phi001|Satyricon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2980.1|urn:cts:latinLit:phi0972.phi1f|Satyrica. Fragmenta.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2981.1|urn:cts:latinLit:phi0972.phi1p|Poems||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2982.1|urn:cts:latinLit:phi0975.phi001|Fables||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2983.1|urn:cts:latinLit:phi0978.phi001|Naturalis Historia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2984.1|urn:cts:latinLit:phi0981.phi006|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2985.1|urn:cts:latinLit:phi0981.phi005|Historiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2986.1|urn:cts:latinLit:phi0981.phi004|Grammatica,POL. gram. 12 ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2987.1|urn:cts:latinLit:phi0984.phi002|Historiae Phillipicae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2988.1|urn:cts:latinLit:phi0987.phi001|Tragoediae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2989.1|urn:cts:latinLit:phi0987.phi002|Pratextae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2990.1|urn:cts:latinLit:phi0990.phi001|Precatio Omnium Herbarum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2991.1|urn:cts:latinLit:phi0993.phi001|Precatio Terrae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2992.1|urn:cts:latinLit:phi1000.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2993.1|urn:cts:latinLit:phi1002.phi002|Declamationes Minores||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2994.1|urn:cts:latinLit:phi1002.phi003|Declamationes Maiores [sp.]||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2995.1|urn:cts:latinLit:phi1002.phi001|Institutio oratoria||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2996.1|urn:cts:latinLit:phi1005.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2997.1|urn:cts:latinLit:phi1011.phi001|Compositiones||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2998.1|urn:cts:latinLit:phi1014.phi002|Excerpta Controversiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2999.1|urn:cts:latinLit:phi1014.phi003|Suasoriae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3000.1|urn:cts:latinLit:phi1014.phi001|Controversiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3001.1|urn:cts:latinLit:phi1014.phi004|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3002.1|urn:cts:latinLit:phi1017.phi014|de Clementia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3003.1|urn:cts:latinLit:phi1017.phi015|Epistulae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3004.1|urn:cts:latinLit:phi1017.phi003|Phoenissae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3005.1|urn:cts:latinLit:phi1017.phi002|Troades||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3006.1|urn:cts:latinLit:phi1017.phi009|Hercules Oetaeus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3007.1|urn:cts:latinLit:phi1017.phi005|Phaedra||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3008.1|urn:cts:latinLit:phi1017.phi010|Octavia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3009.1|urn:cts:latinLit:phi1017.phi017|Ex Cleanthe Versus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3010.1|urn:cts:latinLit:phi1017.phi019|Epigrammata from Anthologia Latina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3011.1|urn:cts:latinLit:phi1017.phi001|Hercules Furens||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3012.1|urn:cts:latinLit:phi1017.phi007|Agamemnon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3013.1|urn:cts:latinLit:phi1017.phi006|Oedipus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3014.1|urn:cts:latinLit:phi1017.phi004|Medea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3015.1|urn:cts:latinLit:phi1017.phi016|Naturales Quaestiones||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3016.1|urn:cts:latinLit:phi1017.phi008|Thyestes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3017.1|urn:cts:latinLit:phi1017.phi012|Dialogi,SEN. Dial. 12. 20. 2 ,Sen. Dial,Sen. Dial.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3018.1|urn:cts:latinLit:phi1017.phi013|de Beneficiis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3019.1|urn:cts:latinLit:phi1017.phi018|De Vita Patris||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3020.1|urn:cts:latinLit:phi1017.phi011|Apocolocyntosis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3021.1|urn:cts:latinLit:phi1020.phi001|Thebias||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3022.1|urn:cts:latinLit:phi1020.phi003|Achilleis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3023.1|urn:cts:latinLit:phi1020.phi002|Silvae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3024.1|urn:cts:latinLit:phi1020.phi004|De Bello Germanico||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3025.1|urn:cts:latinLit:phi1023.phi002|De Statu Rei Publicae [sp.]/Sulpiciae Conquestio||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3026.1|urn:cts:latinLit:phi1023.phi001|Carmen||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3027.1|urn:cts:latinLit:phi1029.phi001|Satura||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3028.1|urn:cts:latinLit:phi1032.phi001|Carmen||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3029.1|urn:cts:latinLit:phi1035.phi001|Argonautica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3030.1|urn:cts:latinLit:phi1038.phi001|Facta et Dicta Memorabilia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3031.1|urn:cts:latinLit:phi1044.phi001|Res gestae divi Augusti||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3032.1|urn:cts:latinLit:phi1050.phi001|Epigramma||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3033.1|urn:cts:latinLit:phi1056.phi001|On Architecture||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3034.1|urn:cts:latinLit:phi1100.phi001|Declamationes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3035.1|urn:cts:latinLit:phi1103.phi001|Priapea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3036.1|urn:cts:latinLit:phi1203.phi001|Belli Carthaginiensis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3037.1|urn:cts:latinLit:phi1206.phi001|Liber Memorialis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3038.1|urn:cts:latinLit:phi1209.phi001|Carmina||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3039.1|urn:cts:latinLit:phi1212.phi004|de Deo Socratis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3040.1|urn:cts:latinLit:phi1212.phi010|De Deo Socratis; Praef. [sp.]||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3041.1|urn:cts:latinLit:phi1212.phi007|Asclepius (part of Fragmenta?)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3042.1|urn:cts:latinLit:phi1212.phi006|Carmina?||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3043.1|urn:cts:latinLit:phi1212.phi009|De Platone et eius dogmate||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3044.1|urn:cts:latinLit:phi1212.phi005|Anechomenos||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3045.1|urn:cts:latinLit:phi1212.phi002|Metamorphoses||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3046.1|urn:cts:latinLit:phi1212.phi008|De Mundo||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3047.1|urn:cts:latinLit:phi1212.phi001|Apologia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3048.1|urn:cts:latinLit:phi1212.phi003|Florida||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3049.1|urn:cts:latinLit:phi1218.phi001|Carmen||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3050.1|urn:cts:latinLit:phi1221.phi007|Res Gestae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.3051.1|urn:cts:latinLit:phi1221.phi001|Carmina||published|feed_aggregator|feed_aggregator
