urn|work|title_eng|notes|urn_status|created_by|edited_by
urn:cite:perseus:catwk.1032.1|urn:cts:greekLit:tlg0358.tlg001|Introductio Arithmetica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1033.1|urn:cts:greekLit:tlg0358.tlg002|Harmonicum Enchiridion||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1034.1|urn:cts:greekLit:tlg0358.tlg004|Excerpta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1035.1|urn:cts:greekLit:tlg0361.tlg001|Introductio Harmonica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1036.1|urn:cts:greekLit:tlg0362.tlg001|Carmina Delphis Inventa||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1037.1|urn:cts:greekLit:tlg0363.tlg003|Hypotheses||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1038.1|urn:cts:greekLit:tlg0363.tlg007|Tetrabiblos||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1039.1|urn:cts:greekLit:tlg0363.tlg006|De analemmate||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1040.1|urn:cts:greekLit:tlg0363.tlg009|Geographia (liber I-III)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1041.1|urn:cts:greekLit:tlg0363.tlg002|Phaseis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1042.1|urn:cts:greekLit:tlg0363.tlg012|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1043.1|urn:cts:greekLit:tlg0363.tlg005|IΠροχείρων κανόνων διάταξις καi ψηφοφορίαi||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1044.1|urn:cts:greekLit:tlg0363.tlg011|Musica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1045.1|urn:cts:greekLit:tlg0363.tlg013|Epigramma||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1046.1|urn:cts:greekLit:tlg0363.tlg001|Syntaxis Mathematica (Almagest)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1047.1|urn:cts:greekLit:tlg0363.tlg004|Inscriptio Canobi||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1048.1|urn:cts:greekLit:tlg0363.tlg014|Geographia (liber IV-VIII)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1049.1|urn:cts:greekLit:tlg0363.tlg008|De judicandi facultate et animi principatu||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1050.1|urn:cts:greekLit:tlg0364.tlg001|Danaïs vel Danaïdes (fragmentum)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1051.1|urn:cts:greekLit:tlg0365.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1052.1|urn:cts:greekLit:tlg0366.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1053.1|urn:cts:greekLit:tlg0367.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1054.1|urn:cts:greekLit:tlg0368.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1055.1|urn:cts:greekLit:tlg0369.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1056.1|urn:cts:greekLit:tlg0370.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1057.1|urn:cts:greekLit:tlg0371.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1058.1|urn:cts:greekLit:tlg0372.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1059.1|urn:cts:greekLit:tlg0373.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1060.1|urn:cts:greekLit:tlg0374.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1061.1|urn:cts:greekLit:tlg0375.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1062.1|urn:cts:greekLit:tlg0376.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1063.1|urn:cts:greekLit:tlg0377.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1064.1|urn:cts:greekLit:tlg0378.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1065.1|urn:cts:greekLit:tlg0379.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1066.1|urn:cts:greekLit:tlg0380.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1067.1|urn:cts:greekLit:tlg0381.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1068.1|urn:cts:greekLit:tlg0382.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1069.1|urn:cts:greekLit:tlg0383.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1070.1|urn:cts:greekLit:tlg0385.tlg001|Historia Romana||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1071.1|urn:cts:greekLit:tlg0386.tlg001|Epistula||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1072.1|urn:cts:greekLit:tlg0392.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1073.1|urn:cts:greekLit:tlg0395.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1074.1|urn:cts:greekLit:tlg0396.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1075.1|urn:cts:greekLit:tlg0397.tlg001|Titulus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1076.1|urn:cts:greekLit:tlg0398.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1077.1|urn:cts:greekLit:tlg0399.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1078.1|urn:cts:greekLit:tlg0400.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1079.1|urn:cts:greekLit:tlg0400.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1080.1|urn:cts:greekLit:tlg0401.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1081.1|urn:cts:greekLit:tlg0402.tlg005|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1082.1|urn:cts:greekLit:tlg0402.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1083.1|urn:cts:greekLit:tlg0402.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1084.1|urn:cts:greekLit:tlg0403.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1085.1|urn:cts:greekLit:tlg0403.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1086.1|urn:cts:greekLit:tlg0404.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1087.1|urn:cts:greekLit:tlg0405.tlg002|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1088.1|urn:cts:greekLit:tlg0405.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1089.1|urn:cts:greekLit:tlg0406.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1090.1|urn:cts:greekLit:tlg0407.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1091.1|urn:cts:greekLit:tlg0408.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1092.1|urn:cts:greekLit:tlg0408.tlg001|Fragmenta incertorum poetarum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1093.1|urn:cts:greekLit:tlg0409.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1094.1|urn:cts:greekLit:tlg0410.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1095.1|urn:cts:greekLit:tlg0410.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1096.1|urn:cts:greekLit:tlg0411.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1097.1|urn:cts:greekLit:tlg0411.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1098.1|urn:cts:greekLit:tlg0412.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1099.1|urn:cts:greekLit:tlg0413.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1100.1|urn:cts:greekLit:tlg0414.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1101.1|urn:cts:greekLit:tlg0414.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1102.1|urn:cts:greekLit:tlg0415.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1103.1|urn:cts:greekLit:tlg0416.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1104.1|urn:cts:greekLit:tlg0417.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1105.1|urn:cts:greekLit:tlg0417.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1106.1|urn:cts:greekLit:tlg0418.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1107.1|urn:cts:greekLit:tlg0419.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1108.1|urn:cts:greekLit:tlg0420.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1109.1|urn:cts:greekLit:tlg0421.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1110.1|urn:cts:greekLit:tlg0422.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1111.1|urn:cts:greekLit:tlg0423.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1112.1|urn:cts:greekLit:tlg0424.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1113.1|urn:cts:greekLit:tlg0425.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1114.1|urn:cts:greekLit:tlg0426.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1115.1|urn:cts:greekLit:tlg0426.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1116.1|urn:cts:greekLit:tlg0427.tlg001|Fragmenta  ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1117.1|urn:cts:greekLit:tlg0428.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1118.1|urn:cts:greekLit:tlg0428.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1119.1|urn:cts:greekLit:tlg0429.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1120.1|urn:cts:greekLit:tlg0430.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1121.1|urn:cts:greekLit:tlg0431.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1122.1|urn:cts:greekLit:tlg0432.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1123.1|urn:cts:greekLit:tlg0433.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1124.1|urn:cts:greekLit:tlg0433.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1125.1|urn:cts:greekLit:tlg0434.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1126.1|urn:cts:greekLit:tlg0434.tlg005|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1127.1|urn:cts:greekLit:tlg0434.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1128.1|urn:cts:greekLit:tlg0435.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1129.1|urn:cts:greekLit:tlg0436.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1130.1|urn:cts:greekLit:tlg0437.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1131.1|urn:cts:greekLit:tlg0438.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1132.1|urn:cts:greekLit:tlg0439.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1133.1|urn:cts:greekLit:tlg0440.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1134.1|urn:cts:greekLit:tlg0441.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1135.1|urn:cts:greekLit:tlg0442.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1136.1|urn:cts:greekLit:tlg0443.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1137.1|urn:cts:greekLit:tlg0443.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1138.1|urn:cts:greekLit:tlg0444.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1139.1|urn:cts:greekLit:tlg0445.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1140.1|urn:cts:greekLit:tlg0446.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1141.1|urn:cts:greekLit:tlg0447.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1142.1|urn:cts:greekLit:tlg0447.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1143.1|urn:cts:greekLit:tlg0448.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1144.1|urn:cts:greekLit:tlg0449.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1145.1|urn:cts:greekLit:tlg0450.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1146.1|urn:cts:greekLit:tlg0451.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1147.1|urn:cts:greekLit:tlg0452.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1148.1|urn:cts:greekLit:tlg0453.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1149.1|urn:cts:greekLit:tlg0453.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1150.1|urn:cts:greekLit:tlg0454.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1151.1|urn:cts:greekLit:tlg0455.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1152.1|urn:cts:greekLit:tlg0456.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1153.1|urn:cts:greekLit:tlg0457.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1154.1|urn:cts:greekLit:tlg0458.tlg005|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1155.1|urn:cts:greekLit:tlg0458.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1156.1|urn:cts:greekLit:tlg0458.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1157.1|urn:cts:greekLit:tlg0459.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1158.1|urn:cts:greekLit:tlg0460.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1159.1|urn:cts:greekLit:tlg0461.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1160.1|urn:cts:greekLit:tlg0461.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1161.1|urn:cts:greekLit:tlg0462.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1162.1|urn:cts:greekLit:tlg0463.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1163.1|urn:cts:greekLit:tlg0463.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1164.1|urn:cts:greekLit:tlg0464.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1165.1|urn:cts:greekLit:tlg0465.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1166.1|urn:cts:greekLit:tlg0466.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1167.1|urn:cts:greekLit:tlg0468.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1168.1|urn:cts:greekLit:tlg0469.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1169.1|urn:cts:greekLit:tlg0470.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1170.1|urn:cts:greekLit:tlg0471.tlg001|Fragmenta (CAF)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1171.1|urn:cts:greekLit:tlg0472.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1172.1|urn:cts:greekLit:tlg0473.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1173.1|urn:cts:greekLit:tlg0474.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1174.1|urn:cts:greekLit:tlg0474.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1175.1|urn:cts:greekLit:tlg0475.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1176.1|urn:cts:greekLit:tlg0476.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1177.1|urn:cts:greekLit:tlg0477.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1178.1|urn:cts:greekLit:tlg0477.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1179.1|urn:cts:greekLit:tlg0478.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1180.1|urn:cts:greekLit:tlg0478.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1181.1|urn:cts:greekLit:tlg0479.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1182.1|urn:cts:greekLit:tlg0480.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1183.1|urn:cts:greekLit:tlg0480.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1184.1|urn:cts:greekLit:tlg0481.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1185.1|urn:cts:greekLit:tlg0482.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1186.1|urn:cts:greekLit:tlg0483.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1187.1|urn:cts:greekLit:tlg0484.tlg004|Titulus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1188.1|urn:cts:greekLit:tlg0484.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1189.1|urn:cts:greekLit:tlg0484.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1190.1|urn:cts:greekLit:tlg0485.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1191.1|urn:cts:greekLit:tlg0486.tlg005|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1192.1|urn:cts:greekLit:tlg0486.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1193.1|urn:cts:greekLit:tlg0486.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1194.1|urn:cts:greekLit:tlg0487.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1195.1|urn:cts:greekLit:tlg0487.tlg006|Titulus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1196.1|urn:cts:greekLit:tlg0487.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1197.1|urn:cts:greekLit:tlg0487.tlg008|Epigrammata||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1198.1|urn:cts:greekLit:tlg0487.tlg007|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1199.1|urn:cts:greekLit:tlg0488.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1200.1|urn:cts:greekLit:tlg0489.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1201.1|urn:cts:greekLit:tlg0489.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1202.1|urn:cts:greekLit:tlg0490.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1203.1|urn:cts:greekLit:tlg0491.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1204.1|urn:cts:greekLit:tlg0492.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1205.1|urn:cts:greekLit:tlg0492.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1206.1|urn:cts:greekLit:tlg0493.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1207.1|urn:cts:greekLit:tlg0494.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1208.1|urn:cts:greekLit:tlg0494.tlg002|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1209.1|urn:cts:greekLit:tlg0495.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1210.1|urn:cts:greekLit:tlg0496.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1211.1|urn:cts:greekLit:tlg0496.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1212.1|urn:cts:greekLit:tlg0497.tlg003|Fragmenta,Supp. Com. p. 76,none||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1213.1|urn:cts:greekLit:tlg0497.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1214.1|urn:cts:greekLit:tlg0497.tlg006|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1215.1|urn:cts:greekLit:tlg0497.tlg005|Epigramma||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1216.1|urn:cts:greekLit:tlg0498.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1217.1|urn:cts:greekLit:tlg0499.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1218.1|urn:cts:greekLit:tlg0499.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1219.1|urn:cts:greekLit:tlg0500.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1220.1|urn:cts:greekLit:tlg0501.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1221.1|urn:cts:greekLit:tlg0501.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1222.1|urn:cts:greekLit:tlg0502.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1223.1|urn:cts:greekLit:tlg0503.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1224.1|urn:cts:greekLit:tlg0504.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1225.1|urn:cts:greekLit:tlg0505.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1226.1|urn:cts:greekLit:tlg0505.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1227.1|urn:cts:greekLit:tlg0506.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1228.1|urn:cts:greekLit:tlg0507.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1229.1|urn:cts:greekLit:tlg0508.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1230.1|urn:cts:greekLit:tlg0508.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1231.1|urn:cts:greekLit:tlg0509.tlg001|Epistula ad Phyllidem,none,none||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1232.1|urn:cts:greekLit:tlg0510.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1233.1|urn:cts:greekLit:tlg0510.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1234.1|urn:cts:greekLit:tlg0511.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1235.1|urn:cts:greekLit:tlg0512.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1236.1|urn:cts:greekLit:tlg0513.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1237.1|urn:cts:greekLit:tlg0513.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1238.1|urn:cts:greekLit:tlg0514.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1239.1|urn:cts:greekLit:tlg0514.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1240.1|urn:cts:greekLit:tlg0515.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
