urn|authority_name|canonical_id|mads_file|alt_ids|related_works|urn_status|redirect_to|created_by|edited_by|
urn:cite:perseus:primauth.113.1|"Antiochus Historicus 5. Jh. v. Chr"|tlg1879|"PrimaryAuthors/A/Antiochus%20Historicus/viaf7774613.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.114.1|"Antiochus Syracusanus fl.5. Jh. v. Chr"|tlg1145|"PrimaryAuthors/A/Antiochus%20Syracusanus/viaf5317505.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.115.1|"Antipater Epigr"|tlg1865|"PrimaryAuthors/A/Antipater%2C%20uncertain/AntipaterMADS.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.116.1|"Antipater Epigr"|tlg1865|"PrimaryAuthors/A/Antipater%2C%20uncertain/antipater.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.117.1|"Antipater Macedo ca. 399/398 v. Chr. - 319 v. Chr"|tlg1929|"PrimaryAuthors/A/Antipater%20Macedo/viaf61941134.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.118.1|"Antipater Tarsensis um 140 v. Chr"|tlg1146|"PrimaryAuthors/A/Antipater%20Tarsensis/AntipaterTarsensis.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.119.1|"Antipater of Sidon fl. ca. 100 B.C"|tlg0113|"PrimaryAuthors/A/Antipater%20of%20Sidon/n2001-40824.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.120.1|"Antipater of Thessalonica fl. 11 B.C.-12 A.D"|tlg0114|"PrimaryAuthors/A/Antipater%20of%20Thessalonica/no2005-31362.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.121.1|"Antiphanes Macedo 1. Jh. n. Chr"|tlg0117|"PrimaryAuthors/A/Antiphanes/antiphanes.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.122.1|"Antiphanes"|tlg0410|"PrimaryAuthors/A/Antiphanes%2C%20Comic/no00-91664.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.123.1|"Antiphilus Byzantius 1. Jh. v. Chr"|tlg0118|"PrimaryAuthors/A/Antiphilus%20of%20Byzantium/AntiphilusofByzantium.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.124.1|"Antiphon Tragicus 5./4. Jh. v. Chr"|tlg0323|"PrimaryAuthors/A/Antiphon%2C%20Tragicus/AntiphonTragicus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.125.1|"Antiphon ca. 480-411 B.C"|tlg0028|"PrimaryAuthors/A/Antiphon/n82-101412.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.126.1|"Antiphon of Athens"|tlg1147|"PrimaryAuthors/A/Antiphon%20the%20Sophist/n92-70218.xml.mads.xml"|""|""|published||feed_aggregator|
